model,dataset,eval_accuracy
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_hyperbaton,0.00812
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_logical_deduction_five_objects,0.0052
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_logical_deduction_three_objects,0.00756
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_movie_recommendation,0.006520000000000001
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_navigate,0.0062
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_object_counting,0.0037199999999999998
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_penguins_in_a_table,0.00452054794520548
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_reasoning_about_colored_objects,0.00492
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_ruin_names,0.00544
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_salient_translation_error_detection,0.00508
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_snarks,0.00651685393258427
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_sports_understanding,0.0057599999999999995
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_tracking_shuffled_objects_five_objects,0.00128
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_tracking_shuffled_objects_three_objects,0.0027600000000000003
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,bbh_web_of_lies,0.005
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,gpqa,0.0029949664429530197
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,gpqa_diamond,0.003232323232323232
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,GPQA,0.003214285714285714
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,math_counting_and_prob_hard,0.000772357723577235
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,math_hard,0.000925226586102719
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,math_num_theory_hard,0.000357142857142857
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,math_prealgebra_hard,0.0022279792746113993
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,MMLU-Pro,0.003769115691489361
10k-continued-pretraining-phi-3-mini-4k-instruct-unsloth-merged-16bit,musr,0.004298941798941799
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,Big-bench Hard,0.0032928311057108138
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_boolean_expressions,0.00764
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_causal_judgement,0.0046524064171123
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_date_understanding,0.00296
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_disambiguation_qa,0.0034000000000000002
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_geometric_shapes,0.00128
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_hyperbaton,0.00484
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_logical_deduction_five_objects,0.00228
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_logical_deduction_three_objects,0.0034799999999999996
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_movie_recommendation,0.0047599999999999995
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_object_counting,0.00296
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_reasoning_about_colored_objects,0.00164
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_ruin_names,0.00108
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_salient_translation_error_detection,0.0018
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_snarks,0.004157303370786517
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_temporal_sequences,0.00136
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_tracking_shuffled_objects_five_objects,0.002
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_tracking_shuffled_objects_seven_objects,0.00116
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_tracking_shuffled_objects_three_objects,0.0036
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,bbh_web_of_lies,0.00488
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,gpqa,0.002793624161073825
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,gpqa_diamond,0.0026767676767676767
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,gpqa_extended,0.0029120879120879115
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,GPQA,0.002700892857142857
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,math_algebra_hard,0.00032573289902280105
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,math_counting_and_prob_hard,0.0
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,math_intermediate_algebra_hard,7.1428571428571e-05
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,math_num_theory_hard,9.7402597402597e-05
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,math_prealgebra_hard,0.000284974093264248
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,math_precalculus_hard,0.0
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,MMLU-Pro,0.001540890957446808
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,musr,0.003293650793650793
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,musr_murder_mysteries,0.00508
10k-continued-pretraining-qwen2-5-0-5b-instruct-unsloth-merged-16bit,musr_object_placements,0.0022265625
12b-mn-dans-reasoning-test-2,Big-bench Hard,0.0047700052074292655
12b-mn-dans-reasoning-test-2,bbh_boolean_expressions,0.00832
12b-mn-dans-reasoning-test-2,bbh_causal_judgement,0.00679144385026738
12b-mn-dans-reasoning-test-2,bbh_formal_fallacies,0.00524
12b-mn-dans-reasoning-test-2,bbh_geometric_shapes,0.0037199999999999998
12b-mn-dans-reasoning-test-2,bbh_hyperbaton,0.0051600000000000005
12b-mn-dans-reasoning-test-2,bbh_logical_deduction_seven_objects,0.0032400000000000003
12b-mn-dans-reasoning-test-2,bbh_movie_recommendation,0.008
12b-mn-dans-reasoning-test-2,bbh_navigate,0.00492
12b-mn-dans-reasoning-test-2,bbh_object_counting,0.00332
12b-mn-dans-reasoning-test-2,bbh_reasoning_about_colored_objects,0.004719999999999999
12b-mn-dans-reasoning-test-2,bbh_ruin_names,0.00468
12b-mn-dans-reasoning-test-2,bbh_salient_translation_error_detection,0.00432
12b-mn-dans-reasoning-test-2,bbh_sports_understanding,0.006959999999999999
12b-mn-dans-reasoning-test-2,bbh_temporal_sequences,0.00244
12b-mn-dans-reasoning-test-2,bbh_tracking_shuffled_objects_five_objects,0.0018
12b-mn-dans-reasoning-test-2,bbh_tracking_shuffled_objects_seven_objects,0.00124
12b-mn-dans-reasoning-test-2,bbh_web_of_lies,0.00492
12b-mn-dans-reasoning-test-2,gpqa_extended,0.0028388278388278387
12b-mn-dans-reasoning-test-2,GPQA,0.002611607142857143
12b-mn-dans-reasoning-test-2,math_counting_and_prob_hard,0.00073170731707317
12b-mn-dans-reasoning-test-2,math_geometry_hard,0.000378787878787878
12b-mn-dans-reasoning-test-2,math_hard,0.000634441087613293
12b-mn-dans-reasoning-test-2,math_intermediate_algebra_hard,0.000178571428571428
12b-mn-dans-reasoning-test-2,math_prealgebra_hard,0.001347150259067357
12b-mn-dans-reasoning-test-2,math_precalculus_hard,7.4074074074074e-05
12b-mn-dans-reasoning-test-2,MMLU-Pro,0.0025074800531914893
12b-mn-dans-reasoning-test-2,musr,0.00369047619047619
12b-mn-dans-reasoning-test-2,musr_object_placements,0.0022265625
12b-mn-dans-reasoning-test-3,Big-bench Hard,0.004829022739107794
12b-mn-dans-reasoning-test-3,bbh_boolean_expressions,0.008239999999999999
12b-mn-dans-reasoning-test-3,bbh_causal_judgement,0.006310160427807486
12b-mn-dans-reasoning-test-3,bbh_date_understanding,0.005600000000000001
12b-mn-dans-reasoning-test-3,bbh_disambiguation_qa,0.00532
12b-mn-dans-reasoning-test-3,bbh_formal_fallacies,0.00468
12b-mn-dans-reasoning-test-3,bbh_geometric_shapes,0.00464
12b-mn-dans-reasoning-test-3,bbh_hyperbaton,0.00588
12b-mn-dans-reasoning-test-3,bbh_logical_deduction_five_objects,0.0036
12b-mn-dans-reasoning-test-3,bbh_logical_deduction_seven_objects,0.0030399999999999997
12b-mn-dans-reasoning-test-3,bbh_logical_deduction_three_objects,0.00512
12b-mn-dans-reasoning-test-3,bbh_object_counting,0.00336
12b-mn-dans-reasoning-test-3,bbh_penguins_in_a_table,0.00410958904109589
12b-mn-dans-reasoning-test-3,bbh_reasoning_about_colored_objects,0.00416
12b-mn-dans-reasoning-test-3,bbh_ruin_names,0.00728
12b-mn-dans-reasoning-test-3,bbh_salient_translation_error_detection,0.004719999999999999
12b-mn-dans-reasoning-test-3,bbh_snarks,0.005393258426966292
12b-mn-dans-reasoning-test-3,bbh_sports_understanding,0.00688
12b-mn-dans-reasoning-test-3,bbh_temporal_sequences,0.00248
12b-mn-dans-reasoning-test-3,bbh_tracking_shuffled_objects_five_objects,0.0022400000000000002
12b-mn-dans-reasoning-test-3,bbh_tracking_shuffled_objects_seven_objects,0.0014399999999999999
12b-mn-dans-reasoning-test-3,bbh_tracking_shuffled_objects_three_objects,0.0034799999999999996
12b-mn-dans-reasoning-test-3,gpqa,0.002709731543624161
12b-mn-dans-reasoning-test-3,gpqa_diamond,0.002474747474747475
12b-mn-dans-reasoning-test-3,gpqa_extended,0.002783882783882784
12b-mn-dans-reasoning-test-3,GPQA,0.002723214285714285
12b-mn-dans-reasoning-test-3,math_algebra_hard,0.001172638436482084
12b-mn-dans-reasoning-test-3,math_counting_and_prob_hard,0.00073170731707317
12b-mn-dans-reasoning-test-3,math_geometry_hard,0.000378787878787878
12b-mn-dans-reasoning-test-3,math_hard,0.000777945619335347
12b-mn-dans-reasoning-test-3,math_intermediate_algebra_hard,0.000321428571428571
12b-mn-dans-reasoning-test-3,math_num_theory_hard,0.000454545454545454
12b-mn-dans-reasoning-test-3,math_prealgebra_hard,0.0018134715025906732
12b-mn-dans-reasoning-test-3,math_precalculus_hard,0.000148148148148148
12b-mn-dans-reasoning-test-3,MMLU-Pro,0.002515791223404255
12b-mn-dans-reasoning-test-3,musr,0.004153439153439153
12b-mn-dans-reasoning-test-3,musr_murder_mysteries,0.00528
12b-mn-dans-reasoning-test-3,musr_object_placements,0.0023828125
12b-mn-dans-reasoning-test-3,musr_team_allocation,0.00484
13-outof-32-pruned-layers-llama3-1-8b,bbh_boolean_expressions,0.0046
13-outof-32-pruned-layers-llama3-1-8b,bbh_causal_judgement,0.005187165775401069
13-outof-32-pruned-layers-llama3-1-8b,bbh_date_understanding,0.00188
13-outof-32-pruned-layers-llama3-1-8b,bbh_formal_fallacies,0.00468
13-outof-32-pruned-layers-llama3-1-8b,bbh_hyperbaton,0.0052
13-outof-32-pruned-layers-llama3-1-8b,bbh_logical_deduction_three_objects,0.0032
13-outof-32-pruned-layers-llama3-1-8b,bbh_movie_recommendation,0.0027600000000000003
13-outof-32-pruned-layers-llama3-1-8b,bbh_navigate,0.0042
13-outof-32-pruned-layers-llama3-1-8b,bbh_object_counting,0.0007599999999999999
13-outof-32-pruned-layers-llama3-1-8b,bbh_reasoning_about_colored_objects,0.0006
13-outof-32-pruned-layers-llama3-1-8b,bbh_salient_translation_error_detection,0.00116
13-outof-32-pruned-layers-llama3-1-8b,bbh_sports_understanding,0.0046
13-outof-32-pruned-layers-llama3-1-8b,bbh_temporal_sequences,0.0022400000000000002
13-outof-32-pruned-layers-llama3-1-8b,bbh_tracking_shuffled_objects_five_objects,0.00208
13-outof-32-pruned-layers-llama3-1-8b,bbh_tracking_shuffled_objects_seven_objects,0.00132
13-outof-32-pruned-layers-llama3-1-8b,bbh_tracking_shuffled_objects_three_objects,0.0032
13-outof-32-pruned-layers-llama3-1-8b,bbh_web_of_lies,0.00488
13-outof-32-pruned-layers-llama3-1-8b,gpqa,0.00259228187919463
13-outof-32-pruned-layers-llama3-1-8b,gpqa_diamond,0.002525252525252525
13-outof-32-pruned-layers-llama3-1-8b,gpqa_extended,0.002637362637362637
13-outof-32-pruned-layers-llama3-1-8b,GPQA,0.002566964285714285
13-outof-32-pruned-layers-llama3-1-8b,math_counting_and_prob_hard,0.0
13-outof-32-pruned-layers-llama3-1-8b,math_geometry_hard,0.0
13-outof-32-pruned-layers-llama3-1-8b,math_hard,0.0
13-outof-32-pruned-layers-llama3-1-8b,math_intermediate_algebra_hard,0.0
13-outof-32-pruned-layers-llama3-1-8b,math_num_theory_hard,0.0
13-outof-32-pruned-layers-llama3-1-8b,math_precalculus_hard,0.0
13-outof-32-pruned-layers-llama3-1-8b,MMLU-Pro,0.001128656914893617
13-outof-32-pruned-layers-llama3-1-8b,musr,0.003796296296296296
13-outof-32-pruned-layers-llama3-1-8b,musr_object_placements,0.0029296875
14b,Big-bench Hard,0.00467453567089047
14b,bbh_date_understanding,0.00468
14b,bbh_disambiguation_qa,0.00532
14b,bbh_geometric_shapes,0.00464
14b,bbh_logical_deduction_seven_objects,0.00344
14b,bbh_movie_recommendation,0.00668
14b,bbh_navigate,0.00596
14b,bbh_object_counting,0.00384
14b,bbh_penguins_in_a_table,0.004383561643835616
14b,bbh_ruin_names,0.00368
14b,bbh_salient_translation_error_detection,0.00364
14b,bbh_sports_understanding,0.007440000000000001
14b,bbh_temporal_sequences,0.00256
14b,bbh_tracking_shuffled_objects_five_objects,0.0017599999999999998
14b,bbh_tracking_shuffled_objects_seven_objects,0.0014000000000000002
14b,bbh_tracking_shuffled_objects_three_objects,0.0034799999999999996
14b,gpqa_diamond,0.0030808080808080803
14b,GPQA,0.003102678571428571
14b,math_counting_and_prob_hard,0.00035230352303522997
14b,math_geometry_hard,0.000101010101010101
14b,math_hard,0.000495971802618328
14b,math_intermediate_algebra_hard,0.000107142857142857
14b,math_prealgebra_hard,0.0009153713298791009
14b,math_precalculus_hard,0.000172839506172839
14b,MMLU-Pro,0.003221409574468085
14b,musr,0.004153439153439153
14b,musr_murder_mysteries,0.0054800000000000005
14b,musr_object_placements,0.003984375
14b,musr_team_allocation,0.003
1parammyl-8b-modelstock,Big-bench Hard,0.005191806977955215
1parammyl-8b-modelstock,bbh_causal_judgement,0.0058823529411764705
1parammyl-8b-modelstock,bbh_date_understanding,0.004079999999999999
1parammyl-8b-modelstock,bbh_disambiguation_qa,0.00532
1parammyl-8b-modelstock,bbh_formal_fallacies,0.005520000000000001
1parammyl-8b-modelstock,bbh_geometric_shapes,0.00384
1parammyl-8b-modelstock,bbh_hyperbaton,0.006880000000000001
1parammyl-8b-modelstock,bbh_logical_deduction_five_objects,0.00364
1parammyl-8b-modelstock,bbh_logical_deduction_three_objects,0.00592
1parammyl-8b-modelstock,bbh_movie_recommendation,0.00588
1parammyl-8b-modelstock,bbh_navigate,0.00628
1parammyl-8b-modelstock,bbh_object_counting,0.0042
1parammyl-8b-modelstock,bbh_penguins_in_a_table,0.004931506849315068
1parammyl-8b-modelstock,bbh_reasoning_about_colored_objects,0.00612
1parammyl-8b-modelstock,bbh_ruin_names,0.007200000000000001
1parammyl-8b-modelstock,bbh_snarks,0.006966292134831461
1parammyl-8b-modelstock,bbh_sports_understanding,0.0071200000000000005
1parammyl-8b-modelstock,bbh_temporal_sequences,0.00484
1parammyl-8b-modelstock,bbh_tracking_shuffled_objects_five_objects,0.0024
1parammyl-8b-modelstock,bbh_tracking_shuffled_objects_seven_objects,0.00188
1parammyl-8b-modelstock,bbh_tracking_shuffled_objects_three_objects,0.00344
1parammyl-8b-modelstock,bbh_web_of_lies,0.005520000000000001
1parammyl-8b-modelstock,gpqa,0.003238255033557047
1parammyl-8b-modelstock,gpqa_diamond,0.0028282828282828283
1parammyl-8b-modelstock,gpqa_extended,0.0033516483516483507
1parammyl-8b-modelstock,GPQA,0.00328125
1parammyl-8b-modelstock,math_algebra_hard,0.0028121606948968507
1parammyl-8b-modelstock,math_counting_and_prob_hard,0.0008130081300812999
1parammyl-8b-modelstock,math_geometry_hard,0.0007070707070707071
1parammyl-8b-modelstock,math_hard,0.001424974823766364
1parammyl-8b-modelstock,math_intermediate_algebra_hard,0.000214285714285714
1parammyl-8b-modelstock,math_num_theory_hard,0.001038961038961038
1parammyl-8b-modelstock,math_prealgebra_hard,0.002659758203799654
1parammyl-8b-modelstock,math_precalculus_hard,0.000716049382716049
1parammyl-8b-modelstock,musr,0.004404761904761904
1parammyl-8b-modelstock,musr_murder_mysteries,0.0058
1parammyl-8b-modelstock,musr_object_placements,0.003828125
1parammyl-8b-modelstock,musr_team_allocation,0.0036
1up-14b,Big-bench Hard,0.0068998437771220274
1up-14b,bbh_boolean_expressions,0.00916
1up-14b,bbh_date_understanding,0.00756
1up-14b,bbh_disambiguation_qa,0.00724
1up-14b,bbh_formal_fallacies,0.00784
1up-14b,bbh_geometric_shapes,0.0044
1up-14b,bbh_hyperbaton,0.0084
1up-14b,bbh_logical_deduction_seven_objects,0.005520000000000001
1up-14b,bbh_logical_deduction_three_objects,0.009399999999999999
1up-14b,bbh_navigate,0.007039999999999999
1up-14b,bbh_penguins_in_a_table,0.0073972602739726025
1up-14b,bbh_reasoning_about_colored_objects,0.00844
1up-14b,bbh_sports_understanding,0.00768
1up-14b,bbh_temporal_sequences,0.01
1up-14b,bbh_tracking_shuffled_objects_five_objects,0.0028799999999999997
1up-14b,bbh_tracking_shuffled_objects_seven_objects,0.0034000000000000002
1up-14b,bbh_tracking_shuffled_objects_three_objects,0.004079999999999999
1up-14b,bbh_web_of_lies,0.005560000000000001
1up-14b,gpqa,0.0036241610738255033
1up-14b,gpqa_diamond,0.0036868686868686868
1up-14b,gpqa_extended,0.003626373626373626
1up-14b,GPQA,0.00359375
1up-14b,math_algebra_hard,0.006677524429967426
1up-14b,math_geometry_hard,0.001969696969696969
1up-14b,math_hard,0.004161631419939577
1up-14b,math_intermediate_algebra_hard,0.0019285714285714281
1up-14b,math_num_theory_hard,0.00487012987012987
1up-14b,math_prealgebra_hard,0.006321243523316062
1up-14b,math_precalculus_hard,0.0017037037037037032
1up-14b,MMLU-Pro,0.005406416223404256
1up-14b,musr,0.0045767195767195765
1up-14b,musr_object_placements,0.00375
1up-14b,musr_team_allocation,0.0044
2b-ad,Big-bench Hard,0.004079152924839437
2b-ad,bbh_boolean_expressions,0.007680000000000001
2b-ad,bbh_causal_judgement,0.004919786096256685
2b-ad,bbh_disambiguation_qa,0.00424
2b-ad,bbh_hyperbaton,0.00532
2b-ad,bbh_logical_deduction_five_objects,0.00216
2b-ad,bbh_logical_deduction_seven_objects,0.0022400000000000002
2b-ad,bbh_logical_deduction_three_objects,0.0036
2b-ad,bbh_navigate,0.00584
2b-ad,bbh_penguins_in_a_table,0.003493150684931507
2b-ad,bbh_reasoning_about_colored_objects,0.0034000000000000002
2b-ad,bbh_snarks,0.005280898876404494
2b-ad,bbh_sports_understanding,0.0058
2b-ad,bbh_tracking_shuffled_objects_five_objects,0.00196
2b-ad,bbh_tracking_shuffled_objects_three_objects,0.0034799999999999996
2b-ad,bbh_web_of_lies,0.00528
2b-ad,gpqa,0.002810402684563758
2b-ad,gpqa_diamond,0.002575757575757575
2b-ad,gpqa_extended,0.003076923076923077
